objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,very deep,FALSE,FALSE,none,southeast,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,moderate,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,moderate,FALSE,TRUE,none,none,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,moderate,FALSE,TRUE,northeast,none,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,moderate,FALSE,TRUE,northeast,none,moderate,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,moderate,FALSE,TRUE,northeast,none,fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,moderate,FALSE,TRUE,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,deep,FALSE,TRUE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,TRUE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,TRUE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,advanced,none,FALSE,very deep,FALSE,TRUE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,FALSE,TRUE,northwest,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,advanced,none,FALSE,very deep,FALSE,TRUE,northwest,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point3,advanced,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point3,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,advanced,none,FALSE,very deep,FALSE,TRUE,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point4,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,point0,in-transit,none,FALSE,very deep,FALSE,TRUE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,TRUE,starting_point,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,very fast,southwest,henry,"maxdepth,waypt_return,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,very deep,FALSE,TRUE,northwest,none,moderate,northwest,henry,None,none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,deep,FALSE,TRUE,northwest,none,low,northwest,henry,None,none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",FALSE,TRUE,starting_point,completed,none,FALSE,deep,FALSE,TRUE,northwest,none,idle,northwest,henry,None,none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,on surface,TRUE,FALSE,none,southeast,idle,south,henry,none,none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,moderate,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,deep,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,deep,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,very deep,FALSE,FALSE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,very deep,FALSE,TRUE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,very deep,FALSE,TRUE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,TRUE,none,northeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,very deep,FALSE,TRUE,none,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,in-transit,none,FALSE,very deep,FALSE,TRUE,none,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,moderate,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,deep,FALSE,TRUE,northeast,none,moderate,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,deep,FALSE,TRUE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,in-transit,none,FALSE,very deep,FALSE,TRUE,northeast,none,max speed,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point2,in-transit,none,FALSE,very deep,FALSE,TRUE,northwest,none,fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southwest,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southwest,very fast,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southwest,fast,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,deep,FALSE,TRUE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,moderate,FALSE,TRUE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,FALSE,TRUE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,FALSE,FALSE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,TRUE,FALSE,none,southwest,moderate,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,TRUE,FALSE,none,southwest,low,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,TRUE,FALSE,none,southwest,idle,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,on surface,TRUE,FALSE,none,southwest,idle,southwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,on surface,TRUE,FALSE,none,southwest,idle,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,on surface,FALSE,FALSE,none,southwest,idle,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,shallow,FALSE,FALSE,none,southwest,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,moderate,FALSE,FALSE,none,southwest,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,deep,FALSE,FALSE,none,southwest,fast,southwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,FALSE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,TRUE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,TRUE,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,very deep,FALSE,TRUE,none,northeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point1,FALSE,moderate,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,moderate,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,none,FALSE,shallow,FALSE,TRUE,none,none,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,shallow,FALSE,TRUE,southeast,none,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,shallow,FALSE,TRUE,southeast,none,moderate,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,moderate,FALSE,TRUE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,deep,FALSE,TRUE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,TRUE,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,none,none,FALSE,very deep,FALSE,TRUE,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,FALSE,TRUE,southwest,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,TRUE,southwest,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,TRUE,southwest,none,fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,deep,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,moderate,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,TRUE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,TRUE,FALSE,none,northwest,low,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,on surface,FALSE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,shallow,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,moderate,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,deep,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point0,FALSE,deep,FALSE,TRUE,none,northeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,FALSE,FALSE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,TRUE,FALSE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,TRUE,FALSE,none,southeast,low,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,shallow,TRUE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point2,FALSE,on surface,TRUE,FALSE,none,southeast,idle,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,,
