objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Go to points 0, 1, 2 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point2,very fast,northeast,northwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",,"1) What if the vehicle is returning to its starting point and there is an obstacle_a in very close proximity that hasn't been avoided?
Explanation: If there was obstacle_a in very close proximity, the vehicle would prioritize avoiding the obstacle over returning to its starting point. It would change its behavior from returning to avoiding the obstacle and continue surveying the area until obstacle_a is resolved.
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’, return = 'True'

2) What if the vehicle is surveying an area and there is no obstacle present?
Explanation: If there is no obstacle present, the vehicle would continue surveying the area without any interruptions. It would maintain its behavior of surveying points 0, 1, 2, and 3 before returning to its starting position.
State_permutation: obstacle_name = 'none', 'obstacle_proximity': 'none', obstacle_resolved = ‘False’, deploy = 'True'

3) What if the vehicle is idle with no activated behavior and there is an obstacle_b in nearby proximity that hasn't been resolved?
Explanation: If there was obstacle_b in nearby proximity, the vehicle would remain idle and not deploy to survey or avoid any obstacles. It would wait until the obstacle_b is resolved before initiating any behavior.
State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'nearby', obstacle_resolved = ‘False’, deploy = 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point2,very fast,northeast,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity, which hasn't been avoided, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.

State_permutation: 
- obstacle_name = 'obstacle_a'
- obstacle_proximity = 'close'
- obstacle_resolved = 'False'

User query: What if deploy is false?

Explanation: If deploy is false, then the vehicle would be idle with no activated behavior.

State_permutation:
- deploy = 'False'

User query: What if return is true and obstacle_resolved is true?

Explanation: If return is true and obstacle_resolved is true, then the vehicle would be returning to its starting point without needing to avoid any obstacle.

State_permutation:
- return = 'True'
- obstacle_resolved = 'True'

User query: What if the vehicle is surveying the area and obstacle_proximity is very close?

Explanation: If the vehicle is surveying the area and obstacle_proximity is very close, then the vehicle would be surveying the area while avoiding the obstacle, as it is in a dangerous proximity.

State_permutation:
- active_behaviour = 'waypt_survey'
- obstacle_proximity = 'very close'",
"Go to points 0, 1, 2 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point2,very fast,northwest,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"Query 1: What if the vehicle is returning to its starting point?
Explanation: If the vehicle is returning to its starting point, then the vehicle would change its behavior from surveying an area to returning to its starting point.
State permutation: 'return' = True

Query 2: What if the obstacle is resolved?
Explanation: If the obstacle is resolved, then the vehicle would be able to continue its survey or return to its starting point without avoiding the obstacle.
State permutation: 'obstacle_resolved' = True

Query 3: What if the obstacle is in very close proximity?
Explanation: If the obstacle is in very close proximity, then the vehicle would be surveying the area or returning to its starting point while avoiding the obstacle in a more cautious manner.
State permutation: 'obstacle_proximity' = 'very close'",
"Go to points 0, 1, 2 and then return to starting position.",True,False,obstacle_a,nearby,False,in-transit,point2,very fast,northwest,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"User query 1: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity, then the vehicle would continue moving towards point 2 during its survey while avoiding the obstacle.

State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘False’

User query 2: What if obstacle_b is very close and obstacle_a is nearby, both unresolved?

Explanation: If obstacle_b is very close and obstacle_a is nearby, both unresolved, then the vehicle would prioritize avoiding obstacle_b as it is in very close proximity.

State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

User query 3: What if the vehicle has completed the survey and is returning, but there's obstacle_c in very close proximity?

Explanation: If the vehicle has completed the survey and is returning, but there's obstacle_c in very close proximity, then the vehicle would prioritize avoiding obstacle_c while returning to its starting point.

State_permutation: obstacle_name = 'obstacle_c', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,completed,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",,"1. What if the vehicle is currently in the ""surveying an area"" behavior and there is an obstacle nearby that hasn't been resolved?
Explanation: If there is an obstacle nearby that hasn't been resolved, the vehicle would continue to survey the area while avoiding the obstacle.
State permutation: obstacle_proximity = 'nearby', obstacle_resolved = 'False'

2. What if the vehicle is currently returning to its starting point and there is an obstacle in close proximity that hasn't been resolved?
Explanation: If there is an obstacle in close proximity that hasn't been resolved, the vehicle would continue to return to its starting point while avoiding the obstacle.
State permutation: obstacle_proximity = 'close', obstacle_resolved = 'False'

3. What if the vehicle is currently idle with no activated behavior and there is an obstacle very close that hasn't been resolved?
Explanation: If there is an obstacle very close that hasn't been resolved, the vehicle would remain idle and not engage in any behavior until the obstacle is resolved.
State permutation: obstacle_proximity = 'very close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",,"1. Query: What if the deploy is false?
Explanation: If the deploy is false, then the vehicle would be idle with no activated behavior.
State_permutation: deploy = False

2. Query: What if the obstacle proximity is very close instead of nearby?
Explanation: If the obstacle proximity is very close, then the vehicle would be surveying the area while avoiding the obstacle.
State_permutation: obstacle_proximity = 'very close'

3. Query: What if the next point is point2 instead of none?
Explanation: If the next point is point2, then the vehicle would be returning to its starting point while avoiding the obstacle.
State_permutation: next_point = 'point2'

Representation:
{'objective': 'Go to points 0, 1, 2 and then return to starting position.',
 'deploy': 'True', 
 'return': 'True', 
 'obstacle_name': 'obstacle_a', 
 'obstacle_proximity': 'nearby', 
 'obstacle_resolved': 'False', 
 'behaviour_stage': 'in-transit', 
 'next_point': 'none', 
 'speed': 'very fast', 
 'heading': 'northwest', 
 'next_point_direction': 'none', 
 'obstacle_direction': 'southeast', 
 'name': 'alpha', 
 'active_behaviour': 'none'}",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"Query 1: What if the vehicle encounters obstacle_a in very close proximity which hasn't been resolved?
Explanation: If the vehicle encounters obstacle_a in very close proximity and it hasn't been resolved, then the vehicle would immediately stop its survey and start returning to its starting point while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'very close', obstacle_resolved = 'False'

Query 2: What if the vehicle's deploy is false and return is true?
Explanation: If the vehicle's deploy is false and return is true, then the vehicle would be idle and in the process of returning to its starting point.
State permutation: deploy = 'False', return = 'True'

Query 3: What if the obstacle name is none, but the obstacle proximity is nearby and obstacle resolved is false?
Explanation: If the obstacle name is none, but the obstacle proximity is nearby and the obstacle hasn't been resolved, then the vehicle would continue its surveying while being cautious of the obstacle's presence.
State permutation: obstacle_name = 'none', obstacle_proximity = 'nearby', obstacle_resolved = 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,medium distance,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"1. What if the vehicle is already avoiding obstacle_a in close proximity during its survey?
Explanation: If the vehicle is already avoiding obstacle_a in close proximity, then it would continue to survey the area while avoiding the obstacle and maintain its current behavior.
State_permutation: obstacle_proximity = 'close', obstacle_resolved = 'False'

2. What if the vehicle is avoiding obstacle_b in very close proximity during its survey?
Explanation: If the vehicle is avoiding obstacle_b in very close proximity, then it would continue to survey the area while avoiding the obstacle and maintain its current behavior.
State_permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'very close', obstacle_resolved = 'False'

3. What if there's no obstacle present during the survey?
Explanation: If there's no obstacle present during the survey, then the vehicle would continue its survey of the area without any obstacle avoidance behavior.
State_permutation: obstacle_name = 'none', obstacle_resolved = 'False', obstacle_proximity = 'none'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"1. What if the vehicle is not deploying and not returning, and there is an obstacle_b nearby that has not been avoided?
Explanation: If there was obstacle_b nearby, the vehicle would remain idle with no activated behavior, as it is not deploying or returning.
State permutation: deploy = 'False', return = 'False', obstacle_name = 'obstacle_b', obstacle_proximity = 'nearby', obstacle_resolved = 'False'

2. What if the vehicle is deploying and returning, and there is no obstacle, but obstacle_resolved is true?
Explanation: If there is no obstacle but obstacle_resolved is true, the vehicle would continue surveying the area while avoiding any obstacles, as the obstacle is already resolved.
State permutation: deploy = 'True', return = 'True', obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'True'

3. What if the vehicle is deploying, not returning, and there is an obstacle_c in very close proximity that has not been avoided?
Explanation: If there was obstacle_c in very close proximity, the vehicle would continue surveying the area while avoiding the obstacle, as it is not returning yet.
State permutation: deploy = 'True', return = 'False', obstacle_name = 'obstacle_c', obstacle_proximity = 'very close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"User Query: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity, which hasn't been avoided, then the vehicle would continue moving towards the starting position during its survey while avoiding the obstacle.

State Permutation: 
- 'obstacle_name': 'obstacle_a'
- 'obstacle_proximity': 'close'
- 'obstacle_resolved': 'False'

User Query: What if the vehicle is idle?

Explanation: If the vehicle is idle, then it means that deploy and return are both false, and the vehicle has no activated behavior.

State Permutation: 
- 'deploy': 'False'
- 'return': 'False'

User Query: What if the vehicle is surveying an area without any obstacle?

Explanation: If the vehicle is surveying an area without any obstacle, then it means that deploy is true, return is false, and there is no obstacle in proximity.

State Permutation: 
- 'deploy': 'True'
- 'return': 'False'
- 'obstacle_name': 'none'
- 'obstacle_proximity': 'none'
- 'obstacle_resolved': 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,none,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"Query 1: What if there’s obstacle_a in very close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in very close proximity, then the vehicle would override its current behavior and prioritize obstacle avoidance. The vehicle would immediately stop surveying and start avoiding the obstacle while returning to its starting point.

State permutation:
obstacle_name = 'obstacle_a', obstacle_proximity = 'very close', obstacle_resolved = 'False'

Query 2: What if the obstacle resolution status is true?

Explanation: If the obstacle resolution status is true, then the vehicle would consider the obstacle as resolved and continue its current behavior. The vehicle will either continue surveying the area or returning to its starting point depending on its current configuration.

State permutation:
obstacle_name = 'obstacle_a', obstacle_proximity = 'none', obstacle_resolved = 'True'

Query 3: What if the vehicle is not currently deployed?

Explanation: If the vehicle is not currently deployed, then it would be in an idle state with no activated behavior. It would not be surveying an area or returning to its starting point.

State permutation:
deploy = 'False'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,very far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"User query 1: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation 1: If there was obstacle_a in close proximity, which hasn't been avoided, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.

State permutation 1: obstacle_name = 'obstacle_a', obstacle_proximity = 'close', obstacle_resolved = 'False'

User query 2: What if there’s no obstacle nearby?

Explanation 2: If there was no obstacle nearby, then the vehicle would continue moving towards its starting point during its return without needing to avoid any obstacles.

State permutation 2: obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'False'

User query 3: What if the vehicle has already resolved an obstacle?

Explanation 3: If the vehicle has already resolved an obstacle, then it would no longer need to avoid it and can continue the survey or return without being affected by the obstacle.

State permutation 3: obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'True'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,True,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"1. What if the ""deploy"" value is changed to False?
Explanation: If the ""deploy"" value is changed to False, then the vehicle would not be in any specific behavior and would remain idle.
State permutation: 'deploy' = False

2. What if the ""return"" value is changed to True?
Explanation: If the ""return"" value is changed to True, then the vehicle would be returning to its starting point regardless of any obstacles or proximity.
State permutation: 'return' = True

3. What if the ""next_point"" value is changed to point2?
Explanation: If the ""next_point"" value is changed to point2, then the vehicle would change its objective to go to points 0, 1, and 2, and then return to its starting position.
State permutation: 'next_point' = 'point2'

Representation:
{'objective': 'Go to points 0, 1, 2 and then return to starting position.',
 'deploy': 'True',
 'return': 'True',
 'obstacle_name': 'none',
 'obstacle_proximity': 'none',
 'obstacle_resolved': 'True',
 'behaviour_stage': 'in-transit',
 'next_point': 'pointstart',
 'speed': 'max speed',
 'heading': 'northwest',
 'next_point_direction': 'northwest',
 'obstacle_direction': 'none',
 'name': 'alpha',
 'active_behaviour': 'waypt_return'}

1. What if the ""obstacle_proximity"" value is changed to nearby?
Explanation: If the ""obstacle_proximity"" value is changed to nearby, then the vehicle would be in the behavior of surveying the area while avoiding the obstacle in a nearby proximity.
State permutation: 'obstacle_proximity' = 'nearby'

2. What if the ""obstacle_resolved"" value is changed to False?
Explanation: If the ""obstacle_resolved"" value is changed to False, then the vehicle would continue to return to its starting point while avoiding the obstacle.
State permutation: 'obstacle_resolved' = False

3. What if the ""next_point_direction"" value is changed to south?
Explanation: If the ""next_point_direction"" value is changed to south, then the vehicle would change its heading and direction towards the south while returning to its starting point.
State permutation: 'next_point_direction' = 'south'

Representation:
{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.',
 'deploy': 'True',
 'return': 'False',
 'obstacle_name': 'none',
 'obstacle_proximity': 'none',
 'obstacle_resolved': 'False',
 'behaviour_stage': 'in-transit',
 'next_point': 'point3',
 'speed': 'very fast',
 'heading': 'northwest',
 'next_point_direction': 'northwest',
 'obstacle_direction': 'northwest',
 'name': 'alpha',
 'active_behaviour': 'waypt_survey'}",
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity, which hasn't been avoided, then the vehicle would continue returning to its starting position while avoiding the obstacle.

State_permutation:
obstacle_name = 'obstacle_a', 'obstacle_proximity': 'close', obstacle_resolved = ‘False’

User query 2: What if deploy is false and return is true?

Explanation: If deploy is false and return is true, then the vehicle would be idle with no activated behavior.

State_permutation:
deploy = 'False', return = 'True'

User query 3: What if the obstacle proximity is very close?

Explanation: If the obstacle proximity is very close, then the vehicle would be surveying the area or returning to its starting position while avoiding the obstacle, depending on the other conditions.

State_permutation:
obstacle_proximity = 'very close'",
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",,"1. What if there’s obstacle_a in close proximity which hasn’t been avoided?
Explanation: If there was obstacle_a in close proximity, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'close', obstacle_resolved = 'False'

2. What if the vehicle is idle with no activated behaviour?
Explanation: If the vehicle is idle with no activated behaviour, then the deploy flag would be false and the return flag would also be false.
State permutation: deploy = 'False', return = 'False'

3. What if there’s obstacle_b in nearby proximity which has been resolved?
Explanation: If there was obstacle_b in nearby proximity that has been resolved, then the vehicle would continue its survey without changing its behavior.
State permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'nearby', obstacle_resolved = 'True'",
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,max speed,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",,"1. What if the ""deploy"" value is changed to False? 

Explanation: If the ""deploy"" value is changed to False, then the vehicle will not be surveying an area and will remain idle with no activated behavior.

State permutation: deploy = False

2. What if the ""return"" value is changed to True? 

Explanation: If the ""return"" value is changed to True, then the vehicle will be returning to its starting point regardless of the other conditions.

State permutation: return = True

3. What if the ""obstacle_proximity"" value is changed to nearby? 

Explanation: If the ""obstacle_proximity"" value is changed to nearby, then the vehicle will be surveying the area while avoiding an obstacle that is nearby.

State permutation: obstacle_proximity = nearby

First representation:
Representation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': none, 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}

Second representation:
Representation: {'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}

Note: In the second representation, 'none' should be changed to None.",
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,very fast,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",,"1. User query: What if the vehicle is already at its starting position?
   Explanation: If the vehicle is already at its starting position, then the behavior stage would be set to ""completed"" and the active behavior would be set to ""none"".
   State permutation: next_point = 'none', next_point_direction = 'none'

2. User query: What if the vehicle encounters an obstacle in very close proximity while returning to its starting position?
   Explanation: If the vehicle encounters an obstacle in very close proximity while returning to its starting position, then the vehicle would continue returning while avoiding the obstacle.
   State permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'very close', obstacle_resolved = 'False'

3. User query: What if the vehicle is not deployed and there is an obstacle in nearby proximity which has been resolved?
   Explanation: If the vehicle is not deployed and there is an obstacle in nearby proximity which has been resolved, then the vehicle would remain idle with no activated behavior.
   State permutation: deploy = 'False', obstacle_name = 'obstacle_a', obstacle_proximity = 'nearby', obstacle_resolved = 'True'",
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,fast,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",,"Query 1:
Representation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}
User query: What if the obstacle resolution has been completed before reaching point3?
Explanation: If the obstacle resolution was completed before reaching point3, then the vehicle would continue its survey without avoiding the obstacle, since the obstacle is already resolved.
State permutation: obstacle_resolved = 'True'

Query 2:
Representation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}
User query: What if the obstacle proximity is 'none' instead of 'very close'?
Explanation: If the obstacle proximity was 'none' instead of 'very close', then the vehicle would continue its survey while avoiding the obstacle, as the obstacle is not considered to be in close proximity.
State permutation: obstacle_proximity = 'none'

Query 3:
Representation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}
User query: What if the obstacle has already been resolved before reaching point3 and the vehicle is in the return stage?
Explanation: If the obstacle has already been resolved before reaching point3 and the vehicle is in the return stage, then the vehicle would continue returning to its starting point without considering the obstacle, as it is already resolved.
State permutation: obstacle_resolved = 'True', return = 'True'",
