deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0"
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,nearby,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,true,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,true,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,false,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,waypt_return
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,none
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,none
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,fast,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,moderate,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,low,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
true,true,true,none,obstacle_0,very far,very far,false,none,idle,southeast,none,false,northeast,gilda,station-keep
