objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,close,close,FALSE,none,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3'}","User query: Why not Station-keep instead of Loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3?","Explanation: Station-keeping would require Gilda to stay in place until further notice, but in the current active behavior of Loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3, Gilda is engaged in loitering while actively avoiding obstacles 2 and 3. Therefore, station-keeping is not possible in the current behavior.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3', Modified: 'Station-keep'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,far,close,FALSE,none:none,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none:none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3'}","User query: Why not Station-keep instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3?","Explanation: Station-keeping would require Gilda to stay in place indefinitely, without maneuvering around obstacles. However, in the given representation, Gilda needs to loiter while avoiding obstacles 2 and 3. Therefore, station-keeping is not a suitable alternative behavior in this case.","Behaviour permutation: Original: ""loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3"", Modified: ""Station-keep"""
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,nearby,close,FALSE,none,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3'}","User query: Why not Station-keep instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3?","Explanation: The current behavior of loitering with obstacle avoidance is more appropriate in the given situation because the vehicle is in proximity to obstacle 3 and the contact range with another vessel is close. Therefore, it is necessary for the vehicle to actively avoid obstacles and other vessels, which would not be possible with a stationary behavior like station-keep.","Behaviour permutation: Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3', Modified: 'Station-keep'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,nearby,close,FALSE,none,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry?  ",Explanation: Gilda would need to retrieve a command to return to its starting point and interrupt its current behavior of loitering while avoiding obstacles and another vessel. The suggested alternative behavior allows Gilda to return to its starting point while still avoiding the nearby obstacle.,"Behaviour permutation:
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry',
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,far,close,FALSE,none,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry?  ","Explanation: Gilda would need to retrieve a command to return to its starting point and interrupt its loitering. Moreover, it would need to change its direction of loitering to northwest.","Behaviour permutation: 
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry', 
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,nearby,close,FALSE,standon:stern,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'standon:stern', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry?","Explanation: In the current behavior, Gilda is actively loitering and also avoiding obstacles. However, Gilda is not in close range or nearby any obstacles, so there is no immediate need to avoid them. Therefore, a more efficient behavior could be to return to the starting point, as specified in Waypt_return,avd_obstacles_avd_obstacles_ob_0.","Behaviour Permutation:
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,nearby,close,FALSE,standon:inextremis,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'standon:inextremis', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry?  ","Explanation: The current behavior involves Gilda loitering while avoiding two obstacles and collision with another vessel. However, it may be more efficient for Gilda to return to its starting point instead of continuing to loiter in the presence of obstacles and other vessels.","Behaviour permutation:
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry',
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,far,close,FALSE,standon:stern,fast,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'standon:stern', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry? ","Explanation: Gilda would need to retrieve a command to return to its starting point and interrupt its current loitering while avoiding obstacles and collision with other vessels. However, Gilda is currently far away from the obstacle and it's already avoiding collision with Henry. Therefore, there is no immediate need to change the behavior. ","behaviour_permutation: 
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry', 
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,far,close,FALSE,none,none,northwest,northwest,False,southwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'none', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry?","Explanation: In the given representation, Gilda is currently loitering while avoiding obstacles and collision with other vessels. However, if Gilda were to change its behavior to Waypt_return,avd_obstacles_avd_obstacles_ob_3, it would interrupt its current behavior and start returning to its starting point while avoiding the obstacle. This alternative behavior may be more efficient since the contact range is close, indicating that Gilda is in close proximity to another vessel. Changing the behavior to return while avoiding the obstacle can help ensure safety and prevent any potential collision.","Behaviour Permutation:
Original: 'loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,FALSE,none,none,northwest,northwest,False,southwest,gilda,"loiter,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'none', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avdcol_henry?","Explanation: In this scenario, Gilda's active behavior is to loiter while avoiding collisions with obstacles and other vessels. However, there is no specific obstacle in the proximity that needs to be avoided, and the contact range with other vessels is close. Therefore, instead of continuing to loiter, Gilda could return to its starting point using the behavior Waypt_return,avd_obstacles_avd_obstacles_ob_3.","Behaviour permutation:
Original: 'loiter,avdcol_henry'
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,FALSE,none,very fast,northwest,northwest,False,southwest,gilda,"loiter,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'very fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avdcol_henry?","Explanation: Gilda would need to retrieve a command to return to its starting point and interrupt its loitering. Additionally, the obstacle that Gilda needs to avoid is positioned in the southwest direction, while Gilda's loiter point direction is northwest, making it less efficient to continue loitering in the current direction.","Behaviour Permutation:
Original: 'loiter,avdcol_henry'
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,FALSE,none:none,very fast,northwest,northwest,False,southwest,gilda,"loiter,avdcol_henry","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none:none', 'speed': 'very fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avdcol_henry'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of loiter,avdcol_henry?","Explanation: Gilda would need to retrieve a command to return to its starting point and interrupt its loitering. Additionally, it would need to have more distance from its contact and resolve the collision with the obstacle.","Behaviour permutation:
Original: 'loiter,avdcol_henry'
Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_3'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,FALSE,none,very fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'very fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering towards point 7 with a northwest heading, and there is an obstacle named 'obstacle_3' in its environment. The obstacle is currently in very far proximity, and there is also another vessel in close contact range. However, Gilda is not actively avoiding the obstacle or the vessel. Therefore, using the behavior 'loiter,avd_obstacles_avd_obstacles_ob_0' instead of 'Loiter' would enable Gilda to actively avoid the obstacle while loitering in different areas.","Behaviour permutation: Original: Loiter, Modified: 'loiter,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,FALSE,none,fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?  ","Explanation: Gilda is still loitering fast towards point 7 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle, obstacle_3, in the vessel's environment, but it is very far away. Therefore, there is no need for Gilda to change its behavior to Waypt_return,avd_obstacles_avd_obstacles_ob_0 at this time.","behaviour_permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,close,HENRY,none,fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'HENRY', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: In this scenario, Gilda is still loitering fast towards point 7 with a northwest heading and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named 'obstacle_3' in the vessel's environment, but it is at a very far proximity. The vessel has also resolved a contact with another vessel named 'HENRY' at a close range. Considering these factors, it is not necessary for Gilda to change its behavior to Waypt_return,avd_obstacles_avd_obstacles_ob_0.","Behaviour permutation: Original: Loiter, Modified: No change"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,nearby,FALSE,none,fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 7 with a northwest heading, and there is no detected obstacle in the vessel's environment. Additionally, the contact range with other vessels is nearby. However, Gilda has not been asked to return to its starting point yet.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_3,very far,far,FALSE,none,fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 7 with a northwest heading, while avoiding obstacle 3 in the southwest direction. The vessel is not in close proximity to any obstacles and there is no need to perform collision avoidance maneuvers. Additionally, there is no detected vessel nearby that requires avoidance. Therefore, there is no need to switch to the behavior 'Loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'.","behaviour_permutation: Original: Loiter, Modified: 'Loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_3,very far,far,FALSE,none,fast,northwest,northwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry instead of Loiter?","Explanation: Currently, Gilda is loitering fast towards point 0 with a northwest heading while avoiding obstacle_3. There is no detected obstacle in the vessel's environment and the vessel is not in contact with any other vessel. Therefore, there is no need for Gilda to change its behavior to include collision avoidance with another vessel (avdcol_henry).","Behaviour permutation: Original: Loiter, Modified: Loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point1,obstacle_3,very far,far,FALSE,none,fast,northwest,southwest,False,southwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point1', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 1 with a northwest heading and a loiter point direction of southwest. There is an obstacle named 'obstacle_3' in the southwest direction, but it is very far away and the vessel's obstacle proximity is also very far. Therefore, there is no immediate need for Gilda to change its behavior to avoid obstacles. Additionally, Gilda has not been asked to return to its starting point yet.","behaviour_permutation: Original: Loiter, Modified: 'Loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0'"
