objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: Henry should have an assigned loiter point to loiter around. Currently, the user has not specified a next loiter point and the vessel is in transit towards waypoint 1. Moreover, the vessel is also in the in-transit stage, so it should not be performing a survey at this point.","behaviour_permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,bhv_const_depth,loiter instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the next waypoint is specified as point1 and the vehicle is currently in transit. Since the objective is to loiter between points 0 to 7 until a survey objective is provided, it seems more appropriate to include the loiter behavior in the active behavior set. This way, the vehicle can start loitering immediately after reaching point 1 instead of moving towards survey point 1.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,bhv_const_depth,loiter'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current behavior configuration, Henry is assigned to perform a survey in a designated area. However, according to the given representation, there is no specified next_waypoint for the survey objective. Therefore, it would be more appropriate for Henry to loiter between points 0 to 7 until a survey objective is provided, rather than attempting to perform a survey without a designated survey location.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In this scenario, the user wants Henry to loiter around points 0 to 7 until a survey objective is provided and then perform the survey. However, the current behavior selected is to move towards waypoint 1. To achieve the desired behavior, Henry should be configured to loiter instead of moving towards a specific waypoint. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",None,"User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?

Explanation: In the current active behaviour of Maxdepth,bhv_const_depth,waypt_survey, Henry is already surveying an area designated by the user. If we switch to Maxdepth,loiter,bhv_const_depth, Henry will start loitering between points 0 to 7 instead. This means Henry will not be performing the survey as requested by the user.",None
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,in-transit,none,False,very deep,False,False,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, Henry is currently in the ""in-transit"" stage and is moving towards waypoint 2. However, to exhibit the behavior Maxdepth,loiter,bhv_const_depth, Henry should be in the ""advanced"" stage and have a specific loiter point assigned. Additionally, periodic ascend should be deactivated during loitering. Thus, the current behavior Maxdepth,bhv_const_depth,waypt_survey is more suited for the vehicle's current state.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,in-transit,none,False,very deep,False,False,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current scenario, the vehicle is in-transit to waypoint ""point2"" to perform a survey. However, the user suggests using the behavior Maxdepth,loiter,bhv_const_depth instead. This behavior combination involves loitering between points 0 to 7 until a survey objective is provided. This would prevent the vehicle from reaching waypoint ""point2"" and performing the survey. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,False,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the vehicle is already on its way to survey point 2. It does not make sense to change the behavior to loiter without a defined loiter point. Additionally, the periodic ascent should be deactivated during loitering to prevent unnecessary surfacing for coordinate correction.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,advanced,none,False,very deep,False,False,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the provided representation, the vehicle is currently moving towards survey point 3. To implement the Maxdepth,loiter,bhv_const_depth behavior, the vehicle should be loitering between points 0 to 7 until a survey objective is provided. Currently, the vehicle is not at any loiter point, so the behavior permutation is not applicable.",behavior_permutation: None
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,in-transit,none,False,very deep,False,False,northeast,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current representation, the vehicle is in the ""in-transit"" stage and is moving towards waypoint 3. However, the user wants the vehicle to loiter between points 0 to 7 instead. By changing the behavior to Maxdepth,loiter,bhv_const_depth, the vehicle will loiter at the assigned loiter point, which is not currently specified. Additionally, since the vehicle is not performing a survey in this scenario, the waypoint survey behavior is unnecessary. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,in-transit,none,False,very deep,False,False,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In this case, Henry is already on the way to waypoint 3 and has not reached the loitering stage yet. The current behavior of surveying the area designated by the user seems appropriate in this context. Changing to the behavior of loitering without any loiter point would not be logical or efficient.","behaviour_permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point3,advanced,none,False,very deep,False,False,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In this case, Henry should also have an assigned loiter point to loiter around. Currently, the user has selected a survey area and the vessel is moving towards survey point 3. Moreover, periodic ascend should be deactivated during loitering, otherwise, the vehicle will need to surface to make a coordinate correction.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point4,advanced,none,False,very deep,False,False,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point4', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",None,"User query: Why not Maxdepth,bhv_const_depth,waypt_return instead of Maxdepth,bhv_const_depth,waypt_survey?

Explanation: Since the objective is to return back to the starting point after loitering and performing the survey, it would be more efficient to use the behavior Maxdepth,bhv_const_depth,waypt_return instead of Maxdepth,bhv_const_depth,waypt_survey. This behavior permutation allows the vehicle to loiter between points 0 to 7 until a survey objective is provided, then perform the survey, and finally return back to the starting point directly. It eliminates the need to navigate to another waypoint after the survey is completed.",None
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point4,in-transit,none,False,very deep,False,False,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point4', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,bhv_const_depth instead of Maxdepth,loiter,bhv_const_depth,waypt_survey?","Explanation: While the current active behavior allows Henry to move towards waypoint 4 for surveying, choosing Maxdepth,bhv_const_depth instead would mean that Henry would stay at a constant depth and not perform any loitering. This could be beneficial if the objective is to maintain a fixed depth while surveying, instead of moving between waypoints. ","Behaviour permutation: Original: 'Maxdepth,loiter,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point4,in-transit,none,False,very deep,False,False,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point4', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the vehicle is currently moving towards waypoint 4, indicating that it is in-transit to the next loiter point. Therefore, it would be more suitable for the vehicle to continue with the behavior of Maxdepth,loiter,bhv_const_depth instead of switching to waypt_survey. ","behaviour_permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point4,advanced,none,False,very deep,False,False,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point4', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, Henry is currently moving towards survey point 4. However, the user query suggests that instead of performing the survey, Henry should loiter between points 0 to 7. This would involve assigning a loiter point to Henry. Also, the current behavior includes periodic ascend, which would require Henry to surface for coordinate correction during loitering. Therefore, modifying the behavior to Maxdepth, loiter, bhv_const_depth would be more appropriate.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point5,advanced,none,False,very deep,False,False,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point5', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, the next_waypoint is set to 'point5' and the vehicle is currently moving towards this waypoint. It would be more appropriate for the vehicle to loiter around a specific point rather than continuing to move towards a waypoint while waiting for a survey objective. Additionally, the periodic_ascend is set to False, so there is no need for the vehicle to surface for coordinate correction during loitering.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point5,in-transit,none,False,very deep,False,False,southeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point5', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In this case, Henry is already on the way to his next waypoint, which is point 5. Therefore, it would not make sense for him to switch to loitering behavior instead of continuing towards the survey objective. Moreover, the vessel is currently in the in-transit behavior stage, and the active behavior includes the waypoint survey objective. Switching to loitering behavior would not be aligned with the current behavior stage and the vessel's objective.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,bhv_const_depth,waypt_survey' (no change)"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point5,in-transit,none,False,very deep,False,False,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point5', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current behavior, the vehicle is moving towards waypoint 5 to perform the survey objective. However, the user suggests using the behavior Maxdepth,loiter,bhv_const_depth instead. This would involve the vehicle loitering around predetermined points rather than moving towards a specific survey point. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point5,advanced,none,False,very deep,False,False,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point5', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the current behavior configuration, Henry is scheduled to perform a survey when reaching waypoint 5. However, the user suggests switching to loitering behavior. This means that Henry would need to continuously circle around a set of waypoints, instead of conducting a survey. Additionally, the user query does not specify any specific loiter point, so it is not clear where Henry should loiter. It is important to note that loitering might not be suitable for the user's objectives, so it would require further clarification. Finally, since the behavior stage is set as advanced, it implies that the vehicle has already reached a certain level of autonomy and switching to loitering behavior might not align with the current capabilities.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point6,advanced,none,False,very deep,False,False,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point6', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: Since the user wants Henry to loiter between points 0 to 7 until a survey objective is provided, it would be more appropriate to use the Maxdepth,loiter,bhv_const_depth behavior. This behavior allows the vehicle to maintain a constant depth while loitering. Currently, Henry is set to perform a survey in a predefined area and return back to the starting point, which does not align with the user's objective of loitering. ","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point6,in-transit,none,False,very deep,False,False,southeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point6', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","User query: Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Explanation: In the given representation, Henry is currently on the way to waypoint 6. However, the user's objective is to loiter between points 0 to 7 until a survey objective is provided. Therefore, it would be more suitable for Henry to engage in loitering behavior rather than continuing towards waypoint 6. Additionally, during loitering, the periodic ascend should be deactivated to avoid unnecessary surfacing for coordinate correction.","Behaviour permutation: Original: 'Maxdepth,bhv_const_depth,waypt_survey', Modified: 'Maxdepth,loiter,bhv_const_depth'"
